# ATOK Passport 変換改善履歴から抽出した unigram 専用辞書。
# 471 unique (読み, 表記) pairs from the saved ATOK archives.
# Format: 読み\tleftId\trightId\tcost\t表記
# Existing exact pairs are loaded for audit but Main.kt de-duplicates them before building.
# ATOK HTML has no Mozc POS/cost metadata. New entries use matching metadata when available;
# otherwise 名詞,一般 (1851/1851) and cost 9000 are used conservatively.

# かわぼ -> カワボ (existing metadata)
# こくしょき -> 酷暑期 (existing metadata)
こくしょき	1851	1851	4000	酷暑期
# こくそうぎ -> 国葬儀 (noun fallback)
こくそうぎ	1851	1851	9000	国葬儀
# こすいよく -> 湖水浴 (existing metadata)
こすいよく	1851	1949	7868	湖水浴
# こものよう -> 小物用 (existing metadata)
こものよう	1851	1978	8701	小物用
# さいどうき -> 再同期 (existing metadata)
さいどうき	2610	1909	4424	再同期
# さまふぇす -> サマフェス (existing metadata)
さまふぇす	1851	1851	8016	サマフェス
# さるがくし -> 猿楽師 (noun fallback)
さるがくし	1851	1851	9000	猿楽師
# さんろくち -> 山麓地 (noun fallback)
さんろくち	1851	1851	9000	山麓地
# ざつにゅう -> 雑入 (noun fallback)
ざつにゅう	1851	1851	9000	雑入
# しもんかい -> 諮問会 (noun fallback)
しもんかい	1851	1851	9000	諮問会
# しゃふくし -> 社福士 (noun fallback)
しゃふくし	1851	1851	9000	社福士
# しゃぶもち -> しゃぶ餅 (noun fallback)
しゃぶもち	1851	1851	9000	しゃぶ餅
# しゅすいち -> 取水地 (noun fallback)
しゅすいち	1851	1851	9000	取水地
# しょけんじ -> 初見時 (existing metadata)
しょけんじ	1841	2007	7748	初見時
# じはつかん -> 児発管 (noun fallback)
じはつかん	1851	1851	9000	児発管
# じみぶかい -> 滋味深い (existing metadata)
じみぶかい	1851	2425	7350	滋味深い
# じゅんうち -> 順打ち (existing metadata)
じゅんうち	1851	1851	8041	順打ち
# すたっしゅ -> スタッシュ (existing metadata)
すたっしゅ	1920	1920	6551	スタッシュ
# ずきゅーん -> ズキューン (existing metadata)
ずきゅーん	1920	1920	6778	ズキューン
# せいかひん -> 成果品 (existing metadata)
せいかひん	1851	1949	7635	成果品
