# base unit / suffix reading / suffix output; no arbitrary suffix expansion
分	かん	間
日	かん	間
年	かん	間
か月	かん	間
泊	かん	間
人	ぶん	分
個	ぶん	分
本	ぶん	分
匹	ぶん	分
杯	ぶん	分
冊	ぶん	分
回	ぶん	分
件	ぶん	分
軒	ぶん	分
頭	ぶん	分
台	ぶん	分
枚	ぶん	分
着	ぶん	分
足	ぶん	分
泊	ぶん	分
発	ぶん	分
点	ぶん	分
通	ぶん	分
つ	ぶん	分
@registered	ぶん	分
